name,aliases,place,wikidata,region,group,usage,lon,lat,cid
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,village,Q4320279,kharkiv region,zapad group of forces,0,37.436939,49.246208,598057909669450507
hrekivka,grekovka;hrekivka;hrekovka;petrivske;petrovskoe,village,Q4361355,luhansk region,zapad group of forces,0,37.919998,49.245178,598053485853618686
olhivka,olgovka;olhivka;olhovka,village,Q4334144,kharkiv region,zapad group of forces,0,37.84206,49.244148,598049062037225868
krasne,krasne;krasnoe;krasnoye,village,Q4238599,kharkiv region,,0,35.763845,49.2394921,598029060372450181
kiptivka,kiptivka;kiptovka;koptevka,village,Q4232414,kharkiv region,,0,36.180382,49.243469,598046145752770206
novoborove,novoborove;novoborovoe,village,Q4323269,luhansk region,zapad group of forces,0,38.5511763,49.2429011,598043706213716872
andriivka,andreevka;andreyevka;andriivka;andriovka,village,Q4065583,kharkiv region,zapad group of forces,0,37.8111509,49.2420867,598040210109597903
protopopivka,protopopivka;protopopovka,village,Q4381889,kharkiv region,zapad group of forces,0,36.9215263,49.2429706,598044006859797942
kopani,kampani;kopani,village,Q4232199,luhansk region,,0,39.4024238,49.24175,598038762707210424
maliivka,maleevka;maliivka;maliovka,village,Q4277615,kharkiv region,zapad group of forces,0,37.72121,49.241409,598037298121681273
orikhove,orekhovo;orikhove,village,Q4336325,luhansk region,,0,39.1740625,49.2378074,598021827650933934
bunakove,bunakove;bunakovo,village,Q4099161,kharkiv region,zapad group of forces,0,36.5234109,49.2383525,598024168405459603
pymonivka,pimonovka;pymonivka;pymonovka,village,Q4362933,kharkiv region,zapad group of forces,0,37.2669732,49.2426241,598042516506491677
stepove,sovetskoe;sovietske;stepove;stepovoe;stepovoye,village,Q4426512,kharkiv region,zapad group of forces,0,36.5546,49.238319,598024026671570024
tytarivka,titarovka;tytarivka;tytarovka,village,Q4458221,luhansk region,zapad group of forces,0,38.880268,49.236599,598016639330146572
volodymyrivka,vladimirovka;volodymirivka;volodymyrivka;volodymyrovka,village,Q4113160,kharkiv region,,0,35.47554,49.235909,598013675799307604
runivshchyna,runivshchyna;runovshchina,village,Q4400149,kharkiv region,,0,35.0870985,49.2345742,598007942017579003
honcharove,goncharovo;honcharove,hamlet,Q4143273,luhansk region,,0,39.4327441,49.2331706,598001916182808360
pluhatar,plugatar;pluhatar,village,Q12141093,luhansk region,,0,39.7427,49.2342,598006335704465900
andriivka,andreevka;andreyevka;andriivka;andriovka,village,Q4065606,kharkiv region,,0,35.653102,49.2300063,597988322607536878
sadove,sadove;sadovoe;sadovoye,village,Q4404730,kharkiv region,,0,35.4731347,49.2331687,598001907588914159
musiivka,musievka;musiivka;musiovka,village,Q4308351,luhansk region,,0,39.844662,49.2318,597996027783057462
berestianky,berestianky;berestyanki,village,Q4084836,kharkiv region,zapad group of forces,0,36.8664742,49.2318883,597996405737201321
kriukove,kriukove;kryukovo,village,Q4243174,kharkiv region,,0,36.364738,49.227329,597976824980797122
oleksandrivka,aleksandrovka;oleksandrivka;oleksandrovka,village,Q4061260,kharkiv region,,0,35.504371,49.2266539,597973925877011955
makiivka,makeevka;makeyevka;makiivka;makiovka;makiyivka,village,Q4275676,luhansk region,zapad group of forces,0,37.98661,49.226582,597973616641848881
yarske,yarske;yarskoe,village,Q4539010,luhansk region,,0,40.094952,49.22596,597970945174299112
holubivka,golubivka;golubovka;holubivka;holubovka,village,Q4142491,luhansk region,zapad group of forces,0,38.4573,49.22562,597969484883780820
novoselivka,novoselivka;novoselovka;novosyolovka,village,Q4325843,kharkiv region,zapad group of forces,0,36.6094666,49.2254448,597968733262656187
zakutnivka,zakutnevka;zakutnivka;zakutnovka,village,Q4185088,kharkiv region,,0,36.2452731,49.2163905,597929846628394009
tymchenky,timchenki;tymchenky,village,Q4457778,kharkiv region,,0,36.14262,49.2239,597962097537717020
vilne,vilne;vilnoe;vilnoye;volnoe,village,Q4124600,kharkiv region,,0,35.7821344,49.2232079,597959125419987701
novomykhailivka,novo mykhailivka;novomikhaylivka;novomikhaylovka;novomykhailivka;novomykhailovka,village,Q4324519,kharkiv region,,0,35.971642,49.22253,597956213432350522
kochetivka,kochetivka;kochetovka,village,Q4236762,kharkiv region,,0,35.23624,49.222179,597954701603126928
baranykivka,baranikovka;baranykivka;baranykovka,village,Q4077686,luhansk region,zapad group of forces,0,38.29319,49.2215,597951789618357190
lozivske,lozivske;lozovskoe;lozovskoye,village,Q4265653,kharkiv region,zapad group of forces,0,36.55632,49.2215,597951789616620320
semykozivka,semikozovka;semykozivka;semykozovka,village,Q4415466,luhansk region,,0,39.57104,49.22115,597950286381081440
horokhivka,gorokhovka;horokhivka;horokhovka,village,Q4145806,kharkiv region,zapad group of forces,0,36.5007222,49.2155216,597926114302069234
novyi myr,novy mir;novy myr;novyi myr;novyy mir,village,Q4326707,kharkiv region,zapad group of forces,0,37.830376,49.220345,597946828930667496
kobzivka,kobzevka;kobzivka;kobzovka,village,Q4225140,kharkiv region,,0,35.56995,49.21875,597939978455569950
pryvilne,privolne;privolnoe;privolnoye;privylne;pryvilne,village,Q4377952,luhansk region,,0,39.3972061,49.2206564,597948164667063381
kyrnosove,kirnosovo;kyrnosove,hamlet,Q2156977,luhansk region,,0,39.957619,49.216,597928167299893619
chervona balka,chervona balka;chervonaya balka,village,Q4512019,kharkiv region,zapad group of forces,0,36.6703,49.21497,597923743480291420
novoiehorivka,novoegorovka;novoiehorivka;novoiehorovka,village,Q4323921,kharkiv region,,0,36.174545,49.2105843,597904901458268113
varvarivka,varvarivka;varvarovka,village,Q4103624,kharkiv region,,0,35.488586,49.2149713,597923747774077002
nahirne,nagornoe;nahirne,village,Q4311647,kharkiv region,,0,35.232471,49.21463,597922283189972951
ivanivka,ivanivka;ivanovka,village,Q99366,kharkiv region,zapad group of forces,0,36.7082652,49.2120967,597911404039287976
nyzhnopokrovka,nizhnepokrovka;nyzhnopokrovka,village,Q4318919,luhansk region,zapad group of forces,0,38.636509,49.21291,597914895849627869
krasnopavlivske,krasnopavlivske;krasnopavlovskoe;krasnopavlovskoye,village,Q4238886,kharkiv region,,0,36.2977876,49.2136028,597917872259625276
hlushchenkove,glushchenkovo;hlushchenkove,village,Q4140450,kharkiv region,zapad group of forces,0,37.781282,49.2125661,597913418380022818
rozdollia,razdole;razdolnoe;razdolye;rozdollia,village,Q4388447,kharkiv region,,0,36.317371,49.20982,597901624398364091
parneve,parneve;parnevoe,village,Q4345629,luhansk region,,0,39.40521,49.20845,597895740296256410
ploshchanka,ploshchanka,village,Q4365844,luhansk region,zapad group of forces,0,38.08321,49.208809,597897282188193674
kobzivka druha,kobzevka vtoraya;kobzivka druha;kobzovka vtoraya,village,Q4225141,kharkiv region,,0,35.610085,49.207428,597891350835884773
odradivka,odradivka;odradovka;otradovka,village,Q4340008,kharkiv region,,0,35.5415402,49.2040982,597877048594720548
sviatushyne,sviatushyne;svyatushino,village,Q4411686,kharkiv region,zapad group of forces,0,36.55872,49.20467,597879505317031040
zemlianky,zemlianky;zemlyanka;zemlyanki;zemlyanky,village,Q4191179,kharkiv region,,0,35.646172,49.203991,597876589033324508
skarhivka,skargovka;skarhivka;skarhovka,village,Q4421585,luhansk region,zapad group of forces,0,38.492321,49.20364,597875081502649761
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,village,Q4320275,kharkiv region,,0,35.302849,49.20261,597870657683145409
orchyk,orchik;orchyk,village,Q4337256,kharkiv region,,0,35.070068,49.20261,597870657682912628
yevsuh,evsug;yevsug;yevsuh,village,Q4173450,luhansk region,,0,39.2978825,49.2029114,597871950472296539
bilovodsk,belovodsk;bilovodsk,town,Q2443246,luhansk region,,0,39.5911619,49.2068078,597888687960142330
zavhorodnie,zavgorodnee;zavhorodnie,village,Q4182936,kharkiv region,zapad group of forces,0,36.9139972,49.1985048,597853026844006477
pavlivka druha,pavlivka druha;pavlovka vtoraya,village,Q4341703,kharkiv region,zapad group of forces,0,36.5905325,49.1976962,597849552215140549
shevchenkove,shevchenko;shevchenkove;shevchenkovo,village,Q4522255,kharkiv region,,0,35.92564,49.198841,597854469952029576
zelekivka,zelekivka;zelekovka,village,Q4190236,luhansk region,,0,39.8443027,49.1946412,597836431093305039
kapytolivka,kapitolovka;kapytolivka;kapytolovka,village,Q4212991,kharkiv region,zapad group of forces,0,37.3460053,49.1930103,597829425999146965
zachepylivka,zachepilovka;zachepylivka;zachepylovka,town,Q2010641,kharkiv region,,0,35.2408676,49.1954572,597839935782015140
karabushchyne,karabushchino;karabushchyne,village,Q4213571,kharkiv region,,0,35.723221,49.198021,597850943783677141
hermanivka,germanovka;hermanivka;hermanovka,village,Q4137282,kharkiv region,,0,35.880322,49.194721,597836774686724738
prohres,progress;prohres,hamlet,Q4379801,luhansk region,zapad group of forces,0,38.52047,49.19231,597826419523214230
dibrova,dibrova;dibrovka;dibrovoe,village,Q4161118,kharkiv region,zapad group of forces,0,37.325871,49.189777,597815540369858863
malyi orchyk,maly orchik;malyi orchyk;malyy orchik,village,Q4279049,kharkiv region,,0,35.086552,49.18922,597813148070835671
lozovivka,lozovivka;lozovovka,village,Q4265601,luhansk region,zapad group of forces,0,38.879929,49.188541,597810231791835065
bulhakivka,bulgakovka;bulhakivka;bulhakovka,village,Q4098876,luhansk region,zapad group of forces,0,38.553506,49.1855752,597797492918508706
shevchenko,shevchenko;shevchenkove;shevchenkovo,village,Q4522134,luhansk region,zapad group of forces,0,38.584332,49.185791,597798420631475468
baksharivka,baksharivka;baksharovka,village,Q4076145,kharkiv region,zapad group of forces,0,36.5992926,49.1848375,597794327525657341
sukhanivka,sukhanivka;sukhanovka,village,Q4446892,luhansk region,zapad group of forces,0,38.734253,49.184299,597792012540419757
lukashivka,lukashivka;lukashovka,village,Q4268789,kharkiv region,,0,35.489269,49.184071,597791033284631285
skalonivka,skalonivka;skalonovka,village,Q4421521,kharkiv region,,0,35.191952,49.184071,597791033284333968
oleksandrivka,aleksandrovka;oleksandrivka;oleksandrovka,village,Q4061235,kharkiv region,,0,35.361317,49.183369,597788018217461541
spivakivka,spivakivka;spivakovka,village,Q4512518,kharkiv region,zapad group of forces,0,37.058262,49.182701,597785149181004758
chornolozka,chernolozka;chornolozka,village,Q4514033,kharkiv region,,0,35.79002,49.182701,597785149179736516
shpotyne,shpotino;shpotyne,village,Q4526532,luhansk region,,0,39.1926114,49.1790581,597769502617279779
zarichne,zarechnoe;zarichne,village,Q4187265,kharkiv region,,0,35.05669,49.182011,597782185651568946
baidivka,baidivka;baidovka;baydovka,village,Q4075469,luhansk region,zapad group of forces,0,38.915398,49.180367,597775124729193030
zaliniine,zalineynoe;zaliniine,village,Q4185425,kharkiv region,,0,35.12775,49.180302,597774841257563846
novovolodymyrivka,novovladimirovka;novovolodymyrivka;novovolodymyrovka,village,Q4323349,kharkiv region,,0,36.051979,49.179611,597771877731053835
fedorivka,fedorivka;fedorovka;fyodorovka,village,Q4482031,kharkiv region,zapad group of forces,0,36.587219,49.178242,597765997921360851
oskil,chervony oskol;chervonyi oskil;chervonyy oskol;oskil;oskol,village,Q4512457,kharkiv region,zapad group of forces,0,37.4273429,49.173799,597746915382504847
marynivka,marinovka;marynivka;marynovka,village,Q4281523,luhansk region,zapad group of forces,0,38.642349,49.177551,597763030101014445
novoomelkove,novoomelkove;novoomelkovo,village,Q4324782,luhansk region,,0,39.1315876,49.1715246,597737148628577988
krutenke,krutenke;krutenkoe,hamlet,Q4242370,luhansk region,zapad group of forces,0,38.4154025,49.1760932,597756768038469930
uzlissia,uzlese;uzlissia,village,Q4469842,luhansk region,,0,39.7802342,49.1744787,597749835962619018
petrivske,petrivske;petrovske;petrovskoe;petrovskoye,village,Q4361307,kharkiv region,zapad group of forces,0,36.895519,49.174461,597749758650322975
yelyzavetivka,elizavetivka;elizavetovka;yelizavetovka;yelyzavetivka;yelyzavetovka,village,Q7275887,kharkiv region,,0,36.382599,49.172058,597739437843397767
krasnianske,krasnianske;krasnyanskoe,village,Q4239750,kharkiv region,,0,35.69149,49.170341,597732063383859426
zabaryne,zabarino;zabaryne,village,Q4182359,kharkiv region,,0,35.415771,49.170376,597732213707439067
zelenyi hai,zelenyi gay;zelenyi hai;zelenyy gai;zelenyy gay;zelenyy hai;zelyony gay;zelyonyy gay,village,Q4190828,kharkiv region,zapad group of forces,0,36.604382,49.168968,597726166394674910
shulske,shulske;shulskoe,village,Q4527607,kharkiv region,,0,36.314022,49.168499,597724152054722726
krasnoiarka,krasnoiarka;krasnoyarka,village,Q4239187,kharkiv region,,0,36.041328,49.167252,597718796230231920
baranykivka,baranikovka;baranykivka;baranykovka,village,Q4077685,luhansk region,,0,39.86286,49.16382,597704055906293580
holykove,golikovo;holykove,village,Q4141525,luhansk region,zapad group of forces,0,38.167809,49.165863,597712830522784257
chervonyi step,chervonaya step;chervonyi step,village,Q4512141,kharkiv region,,0,36.131969,49.163471,597702556958976385
horodnie,gorodnee;horodnie,village,Q4145262,luhansk region,,0,39.59335,49.16313,597701092378589830
mazharka,mazharka,village,Q4274411,kharkiv region,,0,35.5896094,49.1606552,597690462330528489
stepanivka,stepanivka;stepanovka,village,Q4441915,dnipropetrovsk region,tsentr group of forces,0,34.981152,49.162788,597699623495162400
snizhkivka,snezhkovka;snizhkivka;snizhkovka,village,Q4425499,kharkiv region,zapad group of forces,0,37.23658,49.158905,597682946139407460
krasnopillia,krasnopillia;krasnopillya;krasnopole;krasnopolie,village,Q4238933,dnipropetrovsk region,tsentr group of forces,0,34.84383,49.162441,597698133141373366
zavody,zavody,village,Q4183229,kharkiv region,zapad group of forces,0,37.0781919,49.150375,597646310068214192
pivneve,industrialne;industrialnoe;pivneve;pivnevoe,village,Q4200920,luhansk region,zapad group of forces,0,38.446651,49.157639,597677508712020795
nahirne,nagornoe;nahirne,village,Q4311658,kharkiv region,,0,36.031382,49.1562557,597671564474867862
senkove,senkove;senkovo,village,Q4416462,luhansk region,,0,39.2561858,49.1518337,597652576427677050
lyhivka,ligovka;lyhivka;lyhovka,village,Q4261219,kharkiv region,,0,36.050259,49.154549,597664237260679762
sakhnovshchyna,sakhnovshchina;sakhnovshchyna,town,Q4409547,kharkiv region,,0,35.875332,49.1517351,597652151222533892
lebedivka,lebedevka;lebedivka;lebedovka,village,Q4255856,kharkiv region,,0,35.957043,49.162251,597697317098700339
kamianka,kamenka;kamianka;kamjanka;kamyanka,village,Q4210999,luhansk region,zapad group of forces,0,38.81023,49.152828,597656845624723318
kopanky,kopanki;kopanky,village,Q4232223,kharkiv region,,0,35.49477,49.152489,597655389627494514
shulhynka,shulginka;shulhynka,village,Q4527560,luhansk region,zapad group of forces,0,38.91975,49.152142,597653899277267782
plysove,plisovoe;plysove,village,Q4365107,kharkiv region,,0,36.191711,49.149738,597643574173160159
vitrohon,vetrogon;vitrohon,village,Q4110083,luhansk region,,0,39.74304,49.14837,597637698661450560
khvorostianivka,khvorostianivka;khvorostianovka;khvorostyanovka,village,Q4496943,luhansk region,zapad group of forces,0,38.883701,49.146648,597630302726907509
donetske,donetske;donetskoe,village,Q4166272,kharkiv region,zapad group of forces,0,37.253648,49.1494709,597642427417954064
krasnopavlivka,krasnopavlivka;krasnopavlovka,town,Q4238883,kharkiv region,,0,36.3275358,49.14596,597627347786851696
prystyne,pristino;prystyne,hamlet,Q4379202,luhansk region,zapad group of forces,0,38.56636,49.138054,597593391777648344
tarasivka,tarasivka;tarasovka,village,Q4451795,kharkiv region,,0,36.13129,49.144932,597622928265307866
ivano slynkivka,ivano slinkovka;ivano slynkivka;ivano slynkovka,village,Q4195884,kharkiv region,,0,35.832588,49.143902,597618508743661580
maksymivka,maksimovka;maksymivka;maksymovka;maksyumivka;maxymivka,village,Q4276313,kharkiv region,,0,35.655781,49.143902,597618508743484773
dmytrivka,dmitrivka;dmitriyevka;dmitrovka;dmytrivka;dmytrovka,village,Q4162937,kharkiv region,zapad group of forces,0,36.664471,49.140808,597605220115679639
nyzhnia krasnopavlivka,nizhnyaya krasnopavlovka;nyzhnia krasnopavlivka;nyzhnia krasnopavlovka,village,Q4319315,kharkiv region,,0,36.2947181,49.139778,597600796298995006
novokrasnianka,novokrasnianka;novokrasnyanka,village,Q4324284,luhansk region,zapad group of forces,0,38.267101,49.139439,597599340307054045
novobohdanivka,novobogdanovka;novobohdanivka;novobohdanovka,village,Q4323259,kharkiv region,,0,35.7225936,49.1331978,597572535413615202
zaimanka,zaimanka;zaymanka,village,Q4184300,kharkiv region,,0,35.229721,49.139439,597599340304016664
kovpakivka,kolpakovka;kovpakivka;kovpakovka,village,Q4228654,dnipropetrovsk region,tsentr group of forces,0,35.015831,49.138069,597593456198607255
omelkove,omelkove;omelkovo,hamlet,Q4334586,luhansk region,,0,39.068409,49.137379,597590492675225593
pryvillia,privole;privolia;privolya;privolye;pryvillia,village,Q7216483,kharkiv region,zapad group of forces,0,36.590988,49.136688,597587524850346636
travneve,chervony zhovten;chervonyi zhovten;chervonyy zhovten;travneve;travnevoe,village,Q4512415,kharkiv region,,0,35.415012,49.135544,597582611406584036
semenivka,semenivka;semenovka;semenyvka;semionovka;semyonovka,village,Q4415296,kharkiv region,zapad group of forces,0,37.1612047,49.137452,597590806205930997
shpakivka,shpakivka;shpakovka,village,Q4526376,kharkiv region,zapad group of forces,0,37.2076736,49.1411132,597606530081248122
novooleksandrivka,novoaleksandriyevka;novoaleksandrovka;novooleksandriivka;novooleksandrivka;novooleksandrovka;novoolexandrivka,village,Q4323053,kharkiv region,,0,35.920139,49.134979,597580184750566923
mynivka,minovka;mynivka;mynovka,village,Q4295047,dnipropetrovsk region,tsentr group of forces,0,34.865799,49.134979,597580184749512583
topolske,topolske;topolskoe,village,Q4460801,kharkiv region,zapad group of forces,0,37.2353478,49.1330063,597571710781407124
myronivka,mironivka;mironovka;myronivka;myronovka,village,Q4296124,kharkiv region,,0,36.264149,49.133259,597572797407161813
kotovka,kotovka,village,Q4236208,dnipropetrovsk region,tsentr group of forces,0,34.9324,49.132568,597569829583428528
zelenyi klyn,leninske;leninskoe;zelenyi klyn;zelyony klin;zelyonyy klin,village,Q7242687,kharkiv region,,0,36.015591,49.132229,597568373590598375
novooleksandrivka,novoaleksandriyevka;novoaleksandrovka;novooleksandriivka;novooleksandrivka;novooleksandrovka;novoolexandrivka,village,Q4323011,luhansk region,,0,39.2775,49.13189,597566917599946940
novoderkul,novoderkul,village,Q4323616,luhansk region,,0,39.62425,49.13154,597565414361740090
bukyne,bukino;bukyne,village,Q4098592,kharkiv region,zapad group of forces,0,37.3888769,49.1312887,597564336322713421
buzivka,buzivka;buzovka,village,Q4098384,dnipropetrovsk region,tsentr group of forces,0,35.093761,49.130508,597560981950960129
yosypivka,yosipovka;yosypivka;yosypovka,village,Q4206004,dnipropetrovsk region,tsentr group of forces,0,35.144707,49.133179,597572449513691394
hryshivka,grishevka;hryshivka;hryshovka,village,Q4149855,kharkiv region,,0,35.8374723,49.1231499,597529379582339872
tretiakivka,tretiakivka;tretiakovka;tretyakovka,village,Q4462734,luhansk region,,0,39.57928,49.12948,597556566729065359
chervonopopivka,chervonopopivka;chervonopopovka,village,Q4512354,luhansk region,zapad group of forces,0,38.152977,49.131493,597565212496805905
tetske,tetske;tetskoe,village,Q4456932,luhansk region,,0,39.188229,49.127419,597547714801077253
zaharkushyne,zagarkushino;zaharkushyne,village,Q4183409,kharkiv region,,0,35.730091,49.1317604,597566359250651051
stepove,stepove;stepovoe;stepovoye,village,Q4442205,luhansk region,,0,39.37981,49.12365,597531527069530210
pishchane,peschanoe;peshchanoe;pishchane,village,Q4360049,luhansk region,zapad group of forces,0,38.176964,49.123116,597529233555791300
brailivka,brailivka;brailovka,village,Q4095729,kharkiv region,,0,36.34277,49.12331,597530066777612530
serho,sergo;serho,village,Q4417176,kharkiv region,,0,35.5443296,49.1234223,597530547813151242
marivka,marevka;marivka;mariyevka;marovka;maryivka,village,Q4283372,kharkiv region,zapad group of forces,0,36.7430981,49.1228634,597528146927631546
kamianka,kamenka;kamianka;kamjanka;kamyanka,village,Q4210938,kharkiv region,zapad group of forces,0,37.297615,49.1217429,597523336564814543
andriivka,andreevka;andreyevka;andriivka;andriovka,village,Q4065602,kharkiv region,zapad group of forces,0,37.116617,49.1226068,597527047416377289
vovkivka,volkovka;vovkivka;vovkovka,village,Q4123414,kharkiv region,,0,35.5838154,49.1192046,597512435936103495
somivka,somivka;somovka,village,Q4428717,kharkiv region,,0,35.26371,49.121929,597524135426697694
ukrainka,ukrainka,village,Q4470418,kharkiv region,zapad group of forces,0,36.685749,49.12125,597521219145325749
danylivka,danilovka;danylivka;danylovka,village,Q4154733,luhansk region,,0,39.62631,49.11987,597515292093397830
zatyshne,zatishne;zatishnoe;zatishnoye;zatyshne,village,Q4188377,luhansk region,zapad group of forces,0,38.402814,49.1183298,597508677842538494
chernechchyna,chernechchyna;chernetchina,village,Q4513396,dnipropetrovsk region,tsentr group of forces,0,34.773186,49.118382,597508901177208258
hrushuvakha,grushevakha;hrushuvakha,village,Q4150870,kharkiv region,zapad group of forces,0,36.9128978,49.1165405,597500989849588737
harkushyne,garkushino;harkushyne,village,Q4133785,kharkiv region,,0,35.7843084,49.1129207,597485446361815924
barabashivka,barabashivka;barabashovka,village,Q4077610,kharkiv region,zapad group of forces,0,37.0535986,49.1174648,597504962694478239
velyka komyshuvakha,bolshaya komyshuvakha;velikaya kamyshevakha;velyka komyshuvakha,village,Q4106274,kharkiv region,zapad group of forces,0,36.9930309,49.1079563,597464121850400007
malokhatka,malokhatka,village,Q4278469,luhansk region,zapad group of forces,0,38.801117,49.113045,597485978940777437
lymanivka,limanovka;lymanivka;lymanovka,village,Q7239940,kharkiv region,,0,35.2173819,49.110382,597474541439284454
surovtsivka,surovtsevka;surovtsivka;surovtsovka,hamlet,Q4446599,luhansk region,zapad group of forces,0,38.328548,49.11129,597478441272700388
synycheno,sinichino;synycheno,village,Q4420352,kharkiv region,zapad group of forces,0,37.377267,49.106844,597459345847151091
hupalivka,gupalovka;hupalivka;hupalovka,village,Q4152213,dnipropetrovsk region,,0,34.729797,49.110321,597474279445791813
fedchyne,fedchino;fedchyne,village,Q4482296,luhansk region,zapad group of forces,0,38.773823,49.107784,597463383117805887
zaorillia,zaorile;zaorillia,hamlet,Q4186363,dnipropetrovsk region,,0,34.61174,49.10717,597460746003724060
chervonyi lyman,chervony liman;chervonyi lyman;chervonyy liman,village,Q4512443,kharkiv region,zapad group of forces,0,36.806259,49.10614,597456322189603699
volodymyrivka,vladimirovka;volodymirivka;volodymyrivka;volodymyrovka,village,Q4113191,kharkiv region,,0,36.12854,49.10614,597456322188925980
kozyriv,kozyrev;kozyriv,village,Q4227052,kharkiv region,,0,36.1989069,49.1050731,597451739458891515
kostiantynivka,konstantinovka;kostiantynivka;kostiantynovka,village,Q4231420,kharkiv region,,0,35.675701,49.10236,597440087212094261
petrenkove,petrenkove;petrenkovo,village,Q4360513,luhansk region,zapad group of forces,0,38.874088,49.10202,597438626926412008
petropillia,petropillia;petropole,village,Q4361607,kharkiv region,zapad group of forces,0,37.107533,49.103634,597445559001861197
berdianka,berdianka;berdyanka,village,Q4084150,kharkiv region,,0,35.470051,49.101681,597437166634127331
serhiivka,sergeevka;sergeyevka;sergiyivka;serhiivka;serhiovka,village,Q4416902,kharkiv region,,0,36.279382,49.1069242,597459689443436886
zhytlivka,zhitlovka;zhytlivka;zhytlovka,village,Q4180673,luhansk region,zapad group of forces,0,38.190868,49.100136,597430535207343124
stepanivka,stepanivka;stepanovka,village,Q4441910,kharkiv region,,0,36.271358,49.09927,597426815763745278
shtormove,shtormove;shtormovo,village,Q4526934,luhansk region,zapad group of forces,0,38.917351,49.09893,597425355477510631
kalynivka,kalinovka;kalynivka;kalynovka,village,Q7260827,kharkiv region,,0,35.605999,49.09824,597422391946765039
mala komyshuvakha,mala komyshuvakha;malaya kamyshevakha;malaya komyshuvakha,village,Q4276945,kharkiv region,zapad group of forces,0,37.21653,49.0979,597420931659494930
musiienkove,musienkovo;musiienkove,village,Q4308361,dnipropetrovsk region,tsentr group of forces,0,34.822891,49.101528,597436513798451179
chervona orilka,chervona orilka;chervonaya orelka,village,Q4512104,dnipropetrovsk region,,0,34.600533,49.097179,597417830690491220
stara semenivka,stara semenivka;staraya semenovka,village,Q4439783,kharkiv region,zapad group of forces,0,36.746181,49.09412,597404696682645701
lozuvatka,lozovatka;lozuvatka,village,Q7237569,luhansk region,zapad group of forces,0,38.703461,49.093441,597401776106841701
nyzhnobaranykivka,nizhnebaranikovka;nyzhnobaranykivka;nyzhnobaranykovka,village,Q4318734,luhansk region,,0,39.81892,49.09309,597400272869403560
stepok,stepok,village,Q4442250,kharkiv region,zapad group of forces,0,36.842991,49.09309,597400272866427630
mykhailivka,mikhailovka;mikhaylovka;mykhailivka;mykhailovka;mykhaylivka;mykhaylovka,village,Q4297643,dnipropetrovsk region,,0,34.651562,49.09309,597400272864236202
sukha kamianka,sukha kamianka;sukhaya kamenka,village,Q4446999,kharkiv region,zapad group of forces,0,37.346516,49.089375,597384317063426516
oleksiivka,alekseevka;alekseyevka;olekseyevka;oleksiivka;oleksiovka;oleksivka;oleksiyivka,village,Q4061822,kharkiv region,,0,36.0365763,49.0924084,597397343697925344
orilske,orelskoe;orilske,village,Q4336152,kharkiv region,,0,36.23119,49.090351,597388508950392086
valuiky,valuiky;valuyki,hamlet,Q4103009,luhansk region,zapad group of forces,0,38.809059,49.088749,597381628415361763
vesele,vesele;veseloe;veseloye;veselye;vesyoloe,village,Q4109838,kharkiv region,,0,36.24802,49.089321,597384080839126740
nova balka,nova balka;novaya balka,village,Q4321948,kharkiv region,,0,35.9775519,49.092987,597399830483930704
havryshivka,gavrishovka;havryshivka;havryshovka,village,Q4131321,dnipropetrovsk region,tsentr group of forces,0,35.117451,49.089321,597384080837996171
zaplavka,zaplavka,village,Q7270614,dnipropetrovsk region,tsentr group of forces,0,34.868889,49.088291,597379661316400025
studenok,studenok,village,Q4444512,kharkiv region,zapad group of forces,0,37.484653,49.08913,597383264796577133
kopanky,kopanki;kopanky,village,Q4232220,kharkiv region,zapad group of forces,0,37.1457629,49.0869763,597374013436682659
ternove,ternove;ternovoe,village,Q4456031,luhansk region,,0,39.41654,49.08657,597372269682231260
peremozhne,peremozhne;peremozhnoe,village,Q4350629,luhansk region,zapad group of forces,0,38.91769,49.086571,597372273976699706
kotivka,kotivka;kotovka;kotovskogo;kotovskoho,village,Q4236261,kharkiv region,,0,35.534248,49.086231,597370813684435624
kovpaky,kolpaki;kovpaky,hamlet,Q4228639,luhansk region,zapad group of forces,0,39.020351,49.08588,597369306154400831
vyshneve,chervonoarmiiske;vishnevoe;vyshneve;vyshnevoe;vyshnyove;vyshnyovoye,village,Q4512199,kharkiv region,,0,35.459061,49.08588,597369306150839541
ohiivka,ogievka;ohiivka;ohiovka,village,Q4331050,kharkiv region,,0,35.769772,49.085201,597366385573388972
yaremivka,yaremivka;yaremovka,village,Q4538551,kharkiv region,zapad group of forces,0,37.459259,49.08485,597364882336524859
suharivske,sugarovskoe;suharivske;suharovskoye;zhovten,village,Q4180849,kharkiv region,,0,35.880466,49.108006,597464336597652242
bohomolivka,bogomolovka;bohomolivka;bohomolovka,village,Q4089643,kharkiv region,zapad group of forces,0,36.550831,49.084171,597361966052822447
orlivka,orlivka;orlovka,village,Q4336789,luhansk region,zapad group of forces,0,38.72818,49.083481,597359002527565556
velykokozyrshchyna,velikokozyrshchina;velykokozyrshchyna,village,Q4106723,dnipropetrovsk region,tsentr group of forces,0,35.2501626,49.0814679,597350356754920691
petrivka,petriivka;petrivka;petrovka;pyotrovka,village,Q4361056,kharkiv region,,0,36.013439,49.081215,597349270128958079
